"province","city","date","price","compare"
"一线城市","重庆","2013-11-30","6896","0.55%↑"
"一线城市","重庆","2013-10-31","6858","0.69%↑"
"一线城市","重庆","2013-09-30","6811","0.59%↑"
"一线城市","重庆","2013-08-31","6771","0.46%↑"
"一线城市","重庆","2013-07-31","6740","1.03%↑"
"一线城市","重庆","2013-06-30","6671","0.36%↓"
"一线城市","重庆","2013-05-31","6695","0.46%↓"
"一线城市","重庆","2013-04-30","6726","0.07%↓"
"一线城市","重庆","2013-03-31","6731","0.79%↑"
"一线城市","重庆","2013-02-28","6678","1.14%↑"
"一线城市","重庆","2013-01-31","6603","0.81%↑"
"一线城市","天津","2013-12-31","14519","2.2%↑"
"一线城市","天津","2013-11-30","14207","1.05%↑"
"一线城市","天津","2013-10-31","14059","0.82%↑"
"一线城市","天津","2013-09-30","13945","1.21%↑"
"一线城市","天津","2013-08-31","13778","1.29%↑"
"一线城市","天津","2013-07-31","13603","1.74%↑"
"一线城市","天津","2013-06-30","13370","0.12%↓"
"一线城市","天津","2013-05-31","13386","0.35%↓"
"一线城市","天津","2013-04-30","13433","0.97%↑"
"一线城市","天津","2013-03-31","13304","1.58%↑"
"一线城市","天津","2013-02-28","13097","1.21%↑"
"一线城市","天津","2013-01-31","12941","1.16%↑"
"一线城市","上海","2013-12-31","29978","1.3%↑"
"一线城市","上海","2013-11-30","29593","2.93%↑"
"一线城市","上海","2013-10-31","28751","2.51%↑"
"一线城市","上海","2013-09-30","28048","1.96%↑"
"一线城市","上海","2013-08-31","27510","1.26%↑"
"一线城市","上海","2013-07-31","27169","0.91%↑"
"一线城市","上海","2013-06-30","26923","0.61%↑"
"一线城市","上海","2013-05-31","26759","1%↑"
"一线城市","上海","2013-04-30","26493","3.13%↑"
"一线城市","上海","2013-03-31","25690","4.8%↑"
"一线城市","上海","2013-02-28","24514","2.48%↑"
"一线城市","上海","2013-01-31","23920","2.1%↑"
"一线城市","北京","2013-12-31","40342","0.28%↑"
"一线城市","北京","2013-11-30","40230","0.44%↑"
"一线城市","北京","2013-10-31","40054","1.15%↑"
"一线城市","北京","2013-09-30","39598","1.85%↑"
"一线城市","北京","2013-08-31","38877","0.97%↑"
"一线城市","北京","2013-07-31","38502","0.97%↑"
"一线城市","北京","2013-06-30","38131","0.77%↑"
"一线城市","北京","2013-05-31","37840","2.06%↑"
"一线城市","北京","2013-04-30","37077","7.09%↑"
"一线城市","北京","2013-03-31","34623","7.19%↑"
"一线城市","北京","2013-02-28","32300","3.33%↑"
"一线城市","北京","2013-01-31","31258","3.65%↑"
"一线城市","天津","2012-12-31","12793","1.1%↑"
"一线城市","天津","2012-11-30","12654","0.07%↑"
"一线城市","天津","2012-10-31","12645","0.06%↑"
"一线城市","天津","2012-09-30","12638","0.97%↑"
"一线城市","天津","2012-08-31","12517","0.22%↑"
"一线城市","天津","2012-07-31","12490","0.52%↑"
"一线城市","天津","2012-06-30","12426","0.52%↓"
"一线城市","天津","2012-05-31","12491","0.02%↑"
"一线城市","天津","2012-04-30","12488","0.88%↑"
"一线城市","天津","2012-03-31","12379","0.13%↑"
"一线城市","天津","2012-02-29","12363","1.18%↓"
"一线城市","天津","2012-01-31","12510","--"
"一线城市","上海","2012-12-31","23428","1.4%↑"
"一线城市","上海","2012-11-30","23105","0.77%↑"
"一线城市","上海","2012-10-31","22929","0.42%↑"
"一线城市","上海","2012-09-30","22833","0.75%↑"
"一线城市","上海","2012-08-31","22663","0.65%↑"
"一线城市","上海","2012-07-31","22516","0.75%↑"
"一线城市","上海","2012-06-30","22348","0.68%↑"
"一线城市","上海","2012-05-31","22198","0.17%↑"
"一线城市","上海","2012-04-30","22160","0.44%↑"
"一线城市","上海","2012-03-31","22063","1.19%↑"
"一线城市","上海","2012-02-29","21804","1.26%↓"
"一线城市","上海","2012-01-31","22082","--"
"一线城市","北京","2012-12-31","30158","2.15%↑"
"一线城市","北京","2012-11-30","29522","1.55%↑"
"一线城市","北京","2012-10-31","29071","2.39%↑"
"一线城市","北京","2012-09-30","28392","4.39%↑"
"一线城市","北京","2012-08-31","27199","2.33%↑"
"一线城市","北京","2012-07-31","26579","2.43%↑"
"一线城市","北京","2012-06-30","25948","1.41%↑"
"一线城市","北京","2012-05-31","25588","0.69%↑"
"一线城市","北京","2012-04-30","25413","1.93%↑"
"一线城市","北京","2012-03-31","24932","2.57%↑"
"一线城市","北京","2012-02-29","24308","1.16%↓"
"一线城市","北京","2012-01-31","24593","--"
"一线城市","重庆","2014-12-31","6718","0.22%↓"
"一线城市","重庆","2014-11-30","6733","0.03%↑"
"一线城市","重庆","2014-10-31","6731","0.65%↓"
"一线城市","重庆","2014-09-30","6775","0.37%↓"
"一线城市","重庆","2014-08-31","6800","1.26%↓"
"一线城市","重庆","2014-07-31","6887","0.91%↓"
"一线城市","重庆","2014-06-30","6950","0.61%↓"
"一线城市","重庆","2014-05-31","6993","0.3%↑"
"一线城市","重庆","2014-04-30","6972","0.59%↑"
"一线城市","重庆","2014-03-31","6931","0.01%↓"
"一线城市","重庆","2014-02-28","6932","0.43%↑"
"一线城市","重庆","2014-01-31","6902","0.09%↑"
"一线城市","重庆","2015-12-31","6289","1%↓"
"一线城市","重庆","2015-11-30","6337","--"
"一线城市","重庆","2015-10-31","6360","1%↓"
"一线城市","重庆","2015-09-30","6395","--"
"一线城市","重庆","2015-08-31","6423","--"
"一线城市","重庆","2015-07-31","6435","1%↓"
"一线城市","重庆","2015-06-30","6471","1%↑"
"一线城市","重庆","2015-05-31","6434","--"
"一线城市","重庆","2015-04-30","6423","--"
"一线城市","重庆","2015-03-31","6436","--"
"一线城市","重庆","2015-02-28","6449","--"
"一线城市","重庆","2015-01-31","6434","1%↓"
"一线城市","重庆","2016-12-31","7493","5.06%↑"
"一线城市","重庆","2016-11-30","7132","1.03%↑"
"一线城市","重庆","2016-10-31","7059","0.57%↑"
"一线城市","重庆","2016-09-30","7019","0.76%↑"
"一线城市","重庆","2016-08-31","6966","0.25%↑"
"一线城市","重庆","2016-07-31","6949","0.19%↓"
"一线城市","重庆","2016-06-30","6961","3.03%↓"
"一线城市","重庆","2016-05-31","7179","0.93%↑"
"一线城市","重庆","2016-04-30","7112","0.64%↑"
"一线城市","重庆","2016-03-31","7067","0.46%↓"
"一线城市","重庆","2016-02-29","7099","0.1%↓"
"一线城市","重庆","2016-01-31","7106","1.31%↓"
"一线城市","重庆","2017-12-31","9925","0.7%↑"
"一线城市","重庆","2017-11-30","9856","0.96%↑"
"一线城市","重庆","2017-10-31","9762","1.33%↑"
"一线城市","重庆","2017-09-30","9634","1.78%↑"
"一线城市","重庆","2017-08-31","9466","1.43%↑"
"一线城市","重庆","2017-07-31","9332","2.18%↑"
"一线城市","重庆","2017-06-30","9133","3.77%↑"
"一线城市","重庆","2017-05-31","8802","4.25%↑"
"一线城市","重庆","2017-04-30","8443","6.06%↑"
"一线城市","重庆","2017-03-31","7960","2.55%↑"
"一线城市","重庆","2017-02-28","7762","2.07%↑"
"一线城市","重庆","2017-01-31","7604","1.49%↑"
"一线城市","重庆","2018-12-31","12080","1.74%↓"
"一线城市","重庆","2018-11-30","12294","2.36%↓"
"一线城市","重庆","2018-10-31","12592","2.08%↓"
"一线城市","重庆","2018-09-30","12859","0.82%↓"
"一线城市","重庆","2018-08-31","12966","2.28%↑"
"一线城市","重庆","2018-07-31","12678","4.99%↑"
"一线城市","重庆","2018-06-30","12075","8.89%↑"
"一线城市","重庆","2018-05-31","11089","5.19%↑"
"一线城市","重庆","2018-04-30","10542","2.34%↑"
"一线城市","重庆","2018-03-31","10302","10.53%↓"
"一线城市","重庆","2018-02-28","11514","6.12%↑"
"一线城市","重庆","2018-01-31","10851","9.32%↑"
"一线城市","天津","2018-12-31","22188","1.78%↓"
"一线城市","天津","2018-11-30","22591","1.03%↓"
"一线城市","天津","2018-10-31","22826","1.96%↓"
"一线城市","天津","2018-09-30","23283","0.46%↓"
"一线城市","天津","2018-08-31","23391","2.51%↑"
"一线城市","天津","2018-07-31","22819","5%↑"
"一线城市","天津","2018-06-30","21734","1.27%↑"
"一线城市","天津","2018-05-31","21461","--"
"一线城市","天津","2018-04-30","21586","0.91%↓"
"一线城市","天津","2018-03-31","21784","0.01%↓"
"一线城市","天津","2018-02-28","21751","0.68%↓"
"一线城市","天津","2018-01-31","21899","1.38%↓"
"一线城市","上海","2018-12-31","49446","1.48%↓"
"一线城市","上海","2018-11-30","50189","0.5%↓"
"一线城市","上海","2018-10-31","50439","0.14%↓"
"一线城市","上海","2018-09-30","50512","0.3%↓"
"一线城市","上海","2018-08-31","50667","0.06%↓"
"一线城市","上海","2018-07-31","50697","0.2%↓"
"一线城市","上海","2018-06-30","50801","0.87%↑"
"一线城市","上海","2018-05-31","50365","--"
"一线城市","上海","2018-04-30","50461","2.84%↓"
"一线城市","上海","2018-03-31","51935","0.07%↓"
"一线城市","上海","2018-02-28","51873","2.48%↑"
"一线城市","上海","2018-01-31","50619","1.21%↑"
"一线城市","北京","2018-12-31","59868","0.45%↑"
"一线城市","北京","2018-11-30","59602","0.57%↓"
"一线城市","北京","2018-10-31","59943","0.05%↑"
"一线城市","北京","2018-09-30","59913","0.91%↑"
"一线城市","北京","2018-08-31","59376","1.75%↑"
"一线城市","北京","2018-07-31","58355","0.32%↑"
"一线城市","北京","2018-06-30","58166","0.41%↑"
"一线城市","北京","2018-05-31","57931","0.16%↑"
"一线城市","北京","2018-04-30","57839","0.21%↑"
"一线城市","北京","2018-03-31","57717","0.28%↑"
"一线城市","北京","2018-02-28","57557","0.06%↑"
"一线城市","北京","2018-01-31","57523","0.6%↓"
"一线城市","天津","2017-12-31","22205","0.03%↓"
"一线城市","天津","2017-11-30","22706","2.89%↓"
"一线城市","天津","2017-10-31","23382","0.06%↓"
"一线城市","天津","2017-09-30","23852","1.6%↓"
"一线城市","天津","2017-08-31","24242","2.26%↓"
"一线城市","天津","2017-07-31","24802","0.02%↓"
"一线城市","天津","2017-06-30","24941","0.96%↓"
"一线城市","天津","2017-05-31","25183","--"
"一线城市","天津","2017-04-30","25048","1.99%↑"
"一线城市","天津","2017-03-31","24561","0.51%↑"
"一线城市","天津","2017-02-28","23468","0.77%↑"
"一线城市","天津","2017-01-31","23290","0.3%↑"
"一线城市","上海","2017-12-31","50017","--"
"一线城市","上海","2017-11-30","49998","1.5%↓"
"一线城市","上海","2017-10-31","50760","0.01%↓"
"一线城市","上海","2017-09-30","50922","0.49%↑"
"一线城市","上海","2017-08-31","50674","4.03%↓"
"一线城市","上海","2017-07-31","52805","0.11%↓"
"一线城市","上海","2017-06-30","53343","1.07%↓"
"一线城市","上海","2017-05-31","53919","0.01%↓"
"一线城市","上海","2017-04-30","51791","0.68%↓"
"一线城市","上海","2017-03-31","52146","0.09%↓"
"一线城市","上海","2017-02-28","53228","1.12%↑"
"一线城市","上海","2017-01-31","52640","0.96%↑"
"一线城市","北京","2017-12-31","57768","0.01%↑"
"一线城市","北京","2017-11-30","57662","0.71%↓"
"一线城市","北京","2017-10-31","58077","0.01%↓"
"一线城市","北京","2017-09-30","58931","9.29%↑"
"一线城市","北京","2017-08-31","53921","4.94%↑"
"一线城市","北京","2017-07-31","51382","0.05%↑"
"一线城市","北京","2017-06-30","51155","3.57%↓"
"一线城市","北京","2017-05-31","53049","0.03%↓"
"一线城市","北京","2017-04-30","54704","11.21%↓"
"一线城市","北京","2017-03-31","61613","0.47%↑"
"一线城市","北京","2017-02-28","59531","2.53%↑"
"一线城市","北京","2017-01-31","58064","0.81%↑"
"一线城市","天津","2016-12-31","23220","1.3%↑"
"一线城市","天津","2016-11-30","22922","1.16%↑"
"一线城市","天津","2016-10-31","22659","14.65%↑"
"一线城市","天津","2016-09-30","19764","7.33%↑"
"一线城市","天津","2016-08-31","18415","3.49%↑"
"一线城市","天津","2016-07-31","17795","0.46%↑"
"一线城市","天津","2016-06-30","17713","1.77%↑"
"一线城市","天津","2016-05-31","17405","2.7%↑"
"一线城市","天津","2016-04-30","16948","5.02%↑"
"一线城市","天津","2016-03-31","16138","3.74%↑"
"一线城市","天津","2016-02-29","15557","0.03%↑"
"一线城市","天津","2016-01-31","15553","3.73%↓"
"一线城市","上海","2016-12-31","52142","1.66%↑"
"一线城市","上海","2016-11-30","51292","3.07%↑"
"一线城市","上海","2016-10-31","49765","3.66%↑"
"一线城市","上海","2016-09-30","48009","3.76%↑"
"一线城市","上海","2016-08-31","46271","2.06%↑"
"一线城市","上海","2016-07-31","45338","0.16%↓"
"一线城市","上海","2016-06-30","45411","0.16%↓"
"一线城市","上海","2016-05-31","45484","0.19%↑"
"一线城市","上海","2016-04-30","45397","3.55%↑"
"一线城市","上海","2016-03-31","43840","15.99%↑"
"一线城市","上海","2016-02-29","37795","3.08%↑"
"一线城市","上海","2016-01-31","36665","4.05%↑"
"一线城市","北京","2016-12-31","57597","2.74%↑"
"一线城市","北京","2016-11-30","56059","4.68%↑"
"一线城市","北京","2016-10-31","53552","6.81%↑"
"一线城市","北京","2016-09-30","50136","6.37%↑"
"一线城市","北京","2016-08-31","47135","2.92%↑"
"一线城市","北京","2016-07-31","45797","2.1%↑"
"一线城市","北京","2016-06-30","44854","0.23%↑"
"一线城市","北京","2016-05-31","44752","0.82%↑"
"一线城市","北京","2016-04-30","44387","5.48%↑"
"一线城市","北京","2016-03-31","42083","5.1%↑"
"一线城市","北京","2016-02-29","40042","1.07%↑"
"一线城市","北京","2016-01-31","39620","0.47%↑"
"一线城市","天津","2015-12-31","15553","--"
"一线城市","天津","2015-11-30","15477","--"
"一线城市","天津","2015-10-31","15425","1%↑"
"一线城市","天津","2015-09-30","15231","1%↑"
"一线城市","天津","2015-08-31","15137","--"
"一线城市","天津","2015-07-31","15104","--"
"一线城市","天津","2015-06-30","15064","1%↑"
"一线城市","天津","2015-05-31","14889","--"
"一线城市","天津","2015-04-30","14843","1%↑"
"一线城市","天津","2015-03-31","14685","2%↓"
"一线城市","天津","2015-02-28","14932","1%↑"
"一线城市","天津","2015-01-31","14717","2%↑"
"一线城市","上海","2015-12-31","35237","3%↑"
"一线城市","上海","2015-11-30","34167","2%↑"
"一线城市","上海","2015-10-31","33470","1%↑"
"一线城市","上海","2015-09-30","33073","1%↑"
"一线城市","上海","2015-08-31","32713","--"
"一线城市","上海","2015-07-31","32592","2%↑"
"一线城市","上海","2015-06-30","32030","1%↑"
"一线城市","上海","2015-05-31","31607","2%↑"
"一线城市","上海","2015-04-30","31136","--"
"一线城市","上海","2015-03-31","31198","--"
"一线城市","上海","2015-02-28","31198","1%↑"
"一线城市","上海","2015-01-31","30826","1%↑"
"一线城市","北京","2015-12-31","39437","--"
"一线城市","北京","2015-11-30","40851","--"
"一线城市","北京","2015-10-31","40702","1%↑"
"一线城市","北京","2015-09-30","40448","1%↑"
"一线城市","北京","2015-08-31","40168","1%↑"
"一线城市","北京","2015-07-31","39691","2%↑"
"一线城市","北京","2015-06-30","38850","--"
"一线城市","北京","2015-05-31","38716","1%↑"
"一线城市","北京","2015-04-30","38231","1%↑"
"一线城市","北京","2015-03-31","37876","--"
"一线城市","北京","2015-02-28","37732","1%↑"
"一线城市","北京","2015-01-31","37261","--"
"一线城市","天津","2014-12-31","14961","0.27%↑"
"一线城市","天津","2014-11-30","14921","0.26%↓"
"一线城市","天津","2014-10-31","14960","0.3%↓"
"一线城市","天津","2014-09-30","15005","1.72%↓"
"一线城市","天津","2014-08-31","15268","0.44%↓"
"一线城市","天津","2014-07-31","15335","0.47%↑"
"一线城市","天津","2014-06-30","15263","0.26%↑"
"一线城市","天津","2014-05-31","15223","0.31%↑"
"一线城市","天津","2014-04-30","15176","1.09%↑"
"一线城市","天津","2014-03-31","15012","0.71%↑"
"一线城市","天津","2014-02-28","14906","1.04%↑"
"一线城市","天津","2014-01-31","14752","1.6%↑"
"一线城市","上海","2014-12-31","30522","0.1%↑"
"一线城市","上海","2014-11-30","30491","0.18%↑"
"一线城市","上海","2014-10-31","30435","0.46%↓"
"一线城市","上海","2014-09-30","30576","0.14%↑"
"一线城市","上海","2014-08-31","30532","0.13%↓"
"一线城市","上海","2014-07-31","30573","0.23%↓"
"一线城市","上海","2014-06-30","30642","1.11%↓"
"一线城市","上海","2014-05-31","30987","0.56%↑"
"一线城市","上海","2014-04-30","30813","0.87%↑"
"一线城市","上海","2014-03-31","30547","0.71%↑"
"一线城市","上海","2014-02-28","30331","0.78%↑"
"一线城市","上海","2014-01-31","30096","0.39%↑"
"一线城市","北京","2014-12-31","37294","0.45%↑"
"一线城市","北京","2014-11-30","37128","0.36%↑"
"一线城市","北京","2014-10-31","36994","0.74%↑"
"一线城市","北京","2014-09-30","36722","1.61%↓"
"一线城市","北京","2014-08-31","37323","1.04%↓"
"一线城市","北京","2014-07-31","37716","4.22%↓"
"一线城市","北京","2014-06-30","39378","0.13%↓"
"一线城市","北京","2014-05-31","39429","0.96%↓"
"一线城市","北京","2014-04-30","39812","11.22%↓"
"一线城市","北京","2014-03-31","40554","0.09%↓"
"一线城市","北京","2014-02-28","40592","0.41%↑"
"一线城市","北京","2014-01-31","40428","0.21%↑"
"一线城市","重庆","2019-12-31","11187","2.6%↓"
"一线城市","重庆","2019-11-30","11486","1.85%↓"
"一线城市","重庆","2019-10-31","11703","1.84%↓"
"一线城市","重庆","2019-09-30","11922","0.79%↓"
"一线城市","重庆","2019-08-31","12017","0.15%↓"
"一线城市","重庆","2019-07-31","12035","0.54%↑"
"一线城市","重庆","2019-06-30","11971","0.89%↑"
"一线城市","重庆","2019-05-31","11866","0.52%↑"
"一线城市","重庆","2019-04-30","11805","0.7%↓"
"一线城市","重庆","2019-03-31","11889","0.37%↑"
"一线城市","重庆","2019-02-28","11845","0.02%↑"
"一线城市","重庆","2019-01-31","11843","1.96%↓"
"一线城市","重庆","2020-04-30","11350","0.84%↓"
"一线城市","重庆","2020-03-31","11446","1.41%↑"
"一线城市","重庆","2020-02-29","11287","1.62%↑"
"一线城市","重庆","2020-01-31","11107","0.71%↓"
"一线城市","天津","2020-04-30","20996","1.25%↓"
"一线城市","天津","2020-03-31","21262","2.2%↑"
"一线城市","天津","2020-02-29","20804","0.09%↑"
"一线城市","天津","2020-01-31","20785","0.79%↓"
"一线城市","上海","2020-04-30","51068","0.9%↓"
"一线城市","上海","2020-03-31","51530","0.79%↑"
"一线城市","上海","2020-02-29","51129","0.33%↑"
"一线城市","上海","2020-01-31","50962","0.04%↑"
"一线城市","天津","2019-12-31","20952","0.5%↓"
"一线城市","天津","2019-11-30","21057","1.49%↓"
"一线城市","天津","2019-10-31","21376","1.55%↓"
"一线城市","天津","2019-09-30","21713","1.51%↓"
"一线城市","天津","2019-08-31","22047","0.72%↓"
"一线城市","天津","2019-07-31","22208","0.24%↓"
"一线城市","天津","2019-06-30","22263","0.59%↓"
"一线城市","天津","2019-05-31","22395","0.06%↑"
"一线城市","天津","2019-04-30","22381","1.76%↑"
"一线城市","天津","2019-03-31","21993","0.28%↓"
"一线城市","天津","2019-02-28","22056","1.13%↓"
"一线城市","天津","2019-01-31","22308","0.54%↑"
"一线城市","上海","2019-12-31","50945","0.07%↓"
"一线城市","上海","2019-11-30","50982","0.08%↓"
"一线城市","上海","2019-10-31","51023","0.22%↑"
"一线城市","上海","2019-09-30","50913","0.9%↑"
"一线城市","上海","2019-08-31","50461","0.57%↑"
"一线城市","上海","2019-07-31","50174","0.11%↑"
"一线城市","上海","2019-06-30","50122","0.74%↑"
"一线城市","上海","2019-05-31","49752","0.33%↑"
"一线城市","上海","2019-04-30","49588","0.18%↑"
"一线城市","上海","2019-03-31","49500","0.1%↓"
"一线城市","上海","2019-02-28","49550","0.58%↑"
"一线城市","上海","2019-01-31","49264","0.37%↓"
"一线城市","北京","2019-12-31","58568","0.05%↑"
"一线城市","北京","2019-11-30","58540","0.99%↓"
"一线城市","北京","2019-10-31","59126","0.78%↓"
"一线城市","北京","2019-09-30","59590","0.5%↓"
"一线城市","北京","2019-08-31","59888","0.29%↓"
"一线城市","北京","2019-07-31","60061","0.13%↓"
"一线城市","北京","2019-06-30","60142","0.56%↑"
"一线城市","北京","2019-05-31","59809","0.31%↓"
"一线城市","北京","2019-04-30","59993","0.82%↓"
"一线城市","北京","2019-03-31","60487","0.6%↑"
"一线城市","北京","2019-02-28","60125","0.18%↑"
"一线城市","北京","2019-01-31","60017","0.25%↑"
"四川","成都","2013-12-31","8597","0.28%↓"
"四川","成都","2013-11-30","8621","0.28%↓"
"四川","成都","2013-10-31","8645","0.23%↓"
"四川","成都","2013-09-30","8665","0.09%↑"
"四川","成都","2013-08-31","8657","0.44%↑"
"四川","成都","2013-07-31","8619","0.33%↑"
"四川","成都","2013-06-30","8591","0.03%↓"
"四川","成都","2013-05-31","8594","0.01%↓"
"四川","成都","2013-04-30","8595","0.12%↓"
"四川","成都","2013-03-31","8605","0.82%↑"
"四川","成都","2013-02-28","8535","0.55%↑"
"四川","成都","2013-01-31","8488","0.45%↑"
"四川","成都","2012-12-31","8450","0.33%↑"
"四川","成都","2012-11-30","8422","0.11%↓"
"四川","成都","2012-10-31","8431","0.06%↑"
"四川","成都","2012-09-30","8426","0.49%↑"
"四川","成都","2012-08-31","8385","0.18%↑"
"四川","成都","2012-07-31","8370","0.3%↑"
"四川","成都","2012-06-30","8345","0.16%↓"
"四川","成都","2012-05-31","8358","0.2%↑"
"四川","成都","2012-04-30","8341","0.1%↑"
"四川","成都","2012-03-31","8333","0.16%↑"
"四川","成都","2012-02-29","8320","0.28%↓"
"四川","成都","2012-01-31","8343","--"
"四川","广元","2016-12-31","2327","0.1%↑"
"四川","广元","2016-11-30","2325","0.94%↓"
"四川","广元","2016-10-31","2347","0.5%↓"
"四川","广元","2016-09-30","2359","--"
"四川","广元","2016-08-31","2359","--"
"四川","攀枝花","2017-12-31","4005","0.09%↑"
"四川","攀枝花","2017-11-30","4001","0.19%↑"
"四川","攀枝花","2017-10-31","3994","0.01%↓"
"四川","攀枝花","2017-09-30","3989","0.09%↑"
"四川","攀枝花","2017-08-31","3986","5.45%↓"
"四川","攀枝花","2017-07-31","4216","0.18%↓"
"四川","攀枝花","2017-06-30","4461","10.58%↑"
"四川","攀枝花","2017-05-31","4035","0.25%↑"
"四川","攀枝花","2017-04-30","4030","0.05%↑"
"四川","攀枝花","2017-03-31","4028","0.45%↓"
"四川","攀枝花","2017-02-28","3886","4.66%↓"
"四川","攀枝花","2017-01-31","4076","2.04%↑"
"四川","巴中","2018-12-31","4599","1.4%↑"
"四川","巴中","2018-11-30","4536","1.01%↑"
"四川","巴中","2018-10-31","4491","1.01%↑"
"四川","巴中","2018-09-30","4447","2.04%↑"
"四川","巴中","2018-08-31","4359","0.99%↑"
"四川","巴中","2018-07-31","4317","0.25%↑"
"四川","巴中","2018-06-30","4307","0.1%↓"
"四川","巴中","2018-05-31","4312","--"
"四川","巴中","2018-04-30","4304","0.27%↑"
"四川","巴中","2018-03-31","4293","0.02%↑"
"四川","巴中","2018-02-28","4310","0.44%↓"
"四川","巴中","2018-01-31","4330","0.45%↓"
"四川","攀枝花","2018-12-31","4872","1.22%↑"
"四川","攀枝花","2018-11-30","4814","4.71%↑"
"四川","攀枝花","2018-10-31","4598","0.07%↑"
"四川","攀枝花","2018-09-30","4595","0.04%↑"
"四川","攀枝花","2018-08-31","4594","0.28%↓"
"四川","攀枝花","2018-07-31","4607","0.4%↓"
"四川","攀枝花","2018-06-30","4626","2.12%↑"
"四川","攀枝花","2018-05-31","4530","--"
"四川","攀枝花","2018-04-30","4366","1.67%↑"
"四川","攀枝花","2018-03-31","4295","0.05%↑"
"四川","攀枝花","2018-02-28","4132","2.29%↑"
"四川","攀枝花","2018-01-31","4040","0.9%↑"
"四川","广元","2018-12-31","5711","2.63%↓"
"四川","广元","2018-11-30","5866","--"
"四川","广元","2018-10-31","5866","0.56%↓"
"四川","广元","2018-09-30","5899","2.85%↓"
"四川","广元","2018-08-31","6073","5.55%↑"
"四川","广元","2018-07-31","5754","9.09%↓"
"四川","广元","2018-06-30","6330","1.6%↓"
"四川","广元","2018-05-31","6434","--"
"四川","广元","2018-04-30","7084","9.32%↑"
"四川","广元","2018-03-31","6480","0.23%↑"
"四川","广元","2018-02-28","6108","3.9%↑"
